"resp.id","utility","rating","speed","height","const","theme"
8,2.23507404273238,2,"70","300","Wood","Eagle"
8,0.472151030257256,0,"50","300","Steel","Dragon"
8,0.413414926157292,0,"60","300","Steel","Dragon"
8,-2.93489980707854,-3,"40","200","Steel","Dragon"
8,-3.64555619265286,-4,"40","200","Wood","Eagle"
8,-0.337213922172151,-1,"70","200","Wood","Eagle"
9,-0.212360610999961,-1,"40","300","Steel","Dragon"
9,-2.61976070213424,-3,"50","200","Wood","Dragon"
9,-0.0501089865729861,-1,"50","300","Wood","Dragon"
9,3.16754979702211,3,"60","300","Wood","Eagle"
9,1.59548747546236,1,"60","400","Wood","Eagle"
9,0.120160947523439,0,"50","400","Steel","Eagle"
9,-1.96886333057992,-2,"50","400","Steel","Dragon"
9,-2.78201232656121,-3,"40","200","Steel","Dragon"
9,-0.530736424030878,-1,"50","200","Wood","Eagle"
9,0.597898081460852,0,"60","200","Wood","Eagle"
9,5.01789744806679,5,"70","300","Wood","Eagle"
9,-0.396801009020172,-1,"50","300","Steel","Dragon"
9,0.731833496471558,0,"60","300","Steel","Dragon"
9,-2.78201232656121,-3,"40","200","Steel","Dragon"
9,-0.346296026010666,-1,"40","200","Wood","Eagle"
9,2.44824573250553,2,"70","200","Wood","Eagle"
10,-0.956570836868167,-1,"40","300","Steel","Dragon"
10,-1.46387182180664,-2,"50","200","Wood","Dragon"
10,0.747696606364755,0,"50","300","Wood","Dragon"
10,-0.185618820245894,-1,"60","300","Wood","Eagle"
10,-1.26015274402263,-2,"60","400","Wood","Eagle"
10,-2.54824612953322,-3,"50","400","Steel","Eagle"
10,-1.36957233256202,-2,"50","400","Steel","Dragon"
10,-3.16813926503956,-4,"40","200","Steel","Dragon"
10,-2.64254561877784,-3,"50","200","Wood","Eagle"
10,-2.39718724841729,-3,"60","200","Wood","Eagle"
10,1.07567387672597,1,"70","300","Wood","Eagle"
10,-0.295038408785286,-1,"50","300","Steel","Dragon"
10,-0.0496800384247333,-1,"60","300","Steel","Dragon"
10,-3.16813926503956,-4,"40","200","Steel","Dragon"
10,-3.30407804686072,-4,"40","200","Wood","Eagle"
10,-1.13589455144542,-2,"70","200","Wood","Eagle"
11,-1.97487695211296,-2,"40","300","Steel","Dragon"
11,-3.56873348990879,-4,"50","200","Wood","Dragon"
11,-2.47731290313062,-3,"50","300","Wood","Dragon"
11,-2.56321790103746,-3,"60","300","Wood","Eagle"
11,-3.38509316836543,-4,"60","400","Wood","Eagle"
11,-3.40759627573897,-4,"50","400","Steel","Eagle"
11,-2.79429889018889,-3,"50","400","Steel","Dragon"
11,-3.06629753889113,-4,"40","200","Steel","Dragon"
11,-4.18203087545887,-5,"50","200","Wood","Eagle"
11,-3.65463848781564,-4,"60","200","Wood","Eagle"
11,0.110214840629694,0,"70","300","Wood","Eagle"
11,-1.97242362286093,-2,"50","300","Steel","Dragon"
11,-1.4450312352177,-2,"60","300","Steel","Dragon"
11,-3.06629753889113,-4,"40","200","Steel","Dragon"
11,-4.1844842047109,-5,"40","200","Wood","Eagle"
11,-0.981205746148476,-1,"70","200","Wood","Eagle"
12,-0.115456340305375,-1,"40","300","Steel","Dragon"
12,-0.863272752016744,-1,"50","200","Wood","Dragon"
12,1.7159441079154,1,"50","300","Wood","Dragon"
12,1.44760041408364,1,"60","300","Wood","Eagle"
12,-0.612400475996644,-1,"60","400","Wood","Eagle"
12,-2.7213974073571,-3,"50","400","Steel","Eagle"
12,-1.62486342386009,-2,"50","400","Steel","Dragon"
12,-2.69467320023752,-3,"40","200","Steel","Dragon"
12,-1.95980673551376,-2,"50","200","Wood","Eagle"
12,-1.13161644584851,-2,"60","200","Wood","Eagle"
12,2.84166694307143,2,"70","300","Wood","Eagle"
12,0.435137466220189,0,"50","300","Steel","Dragon"
12,1.26332775588544,1,"60","300","Steel","Dragon"
12,-2.69467320023752,-3,"40","200","Steel","Dragon"
12,-2.51040054203932,-3,"40","200","Wood","Eagle"
12,0.262450083139289,0,"70","200","Wood","Eagle"
13,-2.00218030160205,-3,"40","300","Steel","Dragon"
13,-3.55388083789231,-4,"50","200","Wood","Dragon"
13,-1.45827682887422,-2,"50","300","Wood","Dragon"
13,-2.10424232896561,-3,"60","300","Wood","Eagle"
13,-2.70083681705963,-3,"60","400","Wood","Eagle"
13,-3.19558986966918,-4,"50","400","Steel","Eagle"
13,-2.27965072209744,-3,"50","400","Steel","Dragon"
13,-4.09778431062014,-5,"40","200","Steel","Dragon"
13,-4.46981998546405,-5,"50","200","Wood","Eagle"
13,-4.1998463379837,-5,"60","200","Wood","Eagle"
13,1.08881205008759,1,"70","300","Wood","Eagle"
13,-1.68305623400343,-2,"50","300","Steel","Dragon"
13,-1.41308258652308,-2,"60","300","Steel","Dragon"
13,-4.09778431062014,-5,"40","200","Steel","Dragon"
13,-4.78894405306267,-5,"40","200","Wood","Eagle"
13,-1.00679195893049,-2,"70","200","Wood","Eagle"
14,-0.346422586204318,-1,"40","300","Steel","Dragon"
14,-4.35547379129682,-5,"50","200","Wood","Dragon"
14,-2.08497399586346,-3,"50","300","Wood","Dragon"
14,-5.02049698278582,-6,"60","300","Wood","Eagle"
14,-6.81690692395825,-7,"60","400","Wood","Eagle"
14,-4.00449930836593,-5,"50","400","Steel","Eagle"
14,-1.62588116553501,-2,"50","400","Steel","Dragon"
14,-2.61692238163768,-3,"40","200","Steel","Dragon"
14,-6.73409193412774,-7,"50","200","Wood","Eagle"
14,-7.29099677821919,-8,"60","200","Wood","Eagle"
14,-2.47101519940903,-3,"70","300","Wood","Eagle"
14,0.170528775637414,0,"50","300","Steel","Dragon"
14,-0.386376068454032,-1,"60","300","Steel","Dragon"
14,-2.61692238163768,-3,"40","200","Steel","Dragon"
14,-7.25104329596947,-8,"40","200","Wood","Eagle"
14,-4.7415149948424,-5,"70","200","Wood","Eagle"
15,0.618391338676185,0,"40","300","Steel","Dragon"
15,-1.73105804589999,-2,"50","200","Wood","Dragon"
15,1.03343789772559,1,"50","300","Wood","Dragon"
15,0.579007620984004,0,"60","300","Wood","Eagle"
15,-1.24873041684775,-2,"60","400","Wood","Eagle"
15,-3.34461932017853,-4,"50","400","Steel","Eagle"
15,-1.54463274832882,-2,"50","400","Steel","Dragon"
15,-2.1461046049494,-3,"40","200","Steel","Dragon"
15,-3.5310446177497,-4,"50","200","Wood","Eagle"
15,-2.18548832264158,-3,"60","200","Wood","Eagle"
15,2.39891982031761,2,"70","300","Wood","Eagle"
15,0.28310528950293,0,"50","300","Steel","Dragon"
15,1.62866158461105,1,"60","300","Steel","Dragon"
15,-2.1461046049494,-3,"40","200","Steel","Dragon"
15,-3.19575856857645,-4,"40","200","Wood","Eagle"
15,-0.36557612330797,-1,"70","200","Wood","Eagle"
16,-1.81041159572181,-2,"40","300","Steel","Dragon"
16,-2.42127096171862,-3,"50","200","Wood","Dragon"
16,-0.870557102560502,-1,"50","300","Wood","Dragon"
16,0.309611765224044,0,"60","300","Wood","Eagle"
16,0.138590883131485,0,"60","400","Wood","Eagle"
16,-1.81627622452942,-2,"50","400","Steel","Eagle"
16,-1.84336278903596,-2,"50","400","Steel","Dragon"
16,-3.36112545487993,-4,"40","200","Steel","Dragon"
16,-2.39418439721207,-3,"50","200","Wood","Eagle"
16,-1.24110209393407,-2,"60","200","Wood","Eagle"
16,2.21994956966409,2,"70","300","Wood","Eagle"
16,-1.6723419069434,-2,"50","300","Steel","Dragon"
16,-0.519259603665401,-1,"60","300","Steel","Dragon"
16,-3.36112545487993,-4,"40","200","Steel","Dragon"
16,-2.53225408599048,-3,"40","200","Wood","Eagle"
16,0.669235710505976,0,"70","200","Wood","Eagle"
17,-1.09522899563497,-2,"40","300","Steel","Dragon"
17,-5.20769545509438,-6,"50","200","Wood","Dragon"
17,-3.18206227211852,-4,"50","300","Wood","Dragon"
17,-3.07080181509053,-4,"60","300","Wood","Eagle"
17,-4.2545158287336,-5,"60","400","Wood","Eagle"
17,-1.69230160691626,-2,"50","400","Steel","Eagle"
17,-1.59738845706464,-2,"50","400","Steel","Dragon"
17,-3.12086217861082,-4,"40","200","Steel","Dragon"
17,-5.302608604946,-6,"50","200","Wood","Eagle"
17,-5.09643499806639,-6,"60","200","Wood","Eagle"
17,-0.31898815879112,-1,"70","300","Wood","Eagle"
17,-0.413674443421568,-1,"50","300","Steel","Dragon"
17,-0.207500836541957,-1,"60","300","Steel","Dragon"
17,-3.12086217861082,-4,"40","200","Steel","Dragon"
17,-5.9841631571594,-6,"40","200","Wood","Eagle"
17,-2.34462134176698,-3,"70","200","Wood","Eagle"
18,0.188877589986841,0,"40","300","Steel","Dragon"
18,-1.0342372352752,-2,"50","200","Wood","Dragon"
18,0.627724292483172,0,"50","300","Wood","Dragon"
18,0.00351355667152442,0,"60","300","Wood","Eagle"
18,0.0556459745572458,0,"60","400","Wood","Eagle"
18,-0.432619664359186,-1,"50","400","Steel","Eagle"
18,0.922242039520052,0,"50","400","Steel","Dragon"
18,-1.47308393777153,-2,"40","200","Steel","Dragon"
18,-2.38909893915444,-3,"50","200","Wood","Eagle"
18,-1.65844797108685,-2,"60","200","Wood","Eagle"
18,1.34623508426481,1,"70","300","Wood","Eagle"
18,0.87010962163433,0,"50","300","Steel","Dragon"
18,1.60076058970192,1,"60","300","Steel","Dragon"
18,-1.47308393777153,-2,"40","200","Steel","Dragon"
18,-3.07033097080193,-4,"40","200","Wood","Eagle"
18,-0.31572644349356,-1,"70","200","Wood","Eagle"
19,0.760620846400609,0,"40","300","Steel","Dragon"
19,-1.09659900384385,-2,"50","200","Wood","Dragon"
19,1.16078775420818,1,"50","300","Wood","Dragon"
19,0.320049134629058,0,"60","300","Wood","Eagle"
19,-1.05161365644086,-2,"60","400","Wood","Eagle"
19,-1.47135854469051,-2,"50","400","Steel","Eagle"
19,-0.0784992918055316,-1,"50","400","Steel","Dragon"
19,-1.49676591165141,-2,"40","200","Steel","Dragon"
19,-2.48945825672882,-3,"50","200","Wood","Eagle"
19,-1.93733762342296,-2,"60","200","Wood","Eagle"
19,2.15687795151405,2,"70","300","Wood","Eagle"
19,1.29316349926438,1,"50","300","Steel","Dragon"
19,1.84528413257024,1,"60","300","Steel","Dragon"
19,-1.49676591165141,-2,"40","200","Steel","Dragon"
19,-3.02200090959259,-4,"40","200","Wood","Eagle"
19,-0.100508806537969,-1,"70","200","Wood","Eagle"
20,0.168062351634938,0,"40","300","Steel","Dragon"
20,-2.6885162443194,-3,"50","200","Wood","Dragon"
20,-0.481542911612103,-1,"50","300","Wood","Dragon"
20,1.0378920020986,1,"60","300","Wood","Eagle"
20,-0.271416067547599,-1,"60","400","Wood","Eagle"
20,0.394417180813952,0,"50","400","Steel","Eagle"
20,-0.694036830601909,-1,"50","400","Steel","Dragon"
20,-2.03891098107236,-3,"40","200","Steel","Dragon"
20,-1.60006223290354,-2,"50","200","Wood","Eagle"
20,-1.1690813306087,-2,"60","200","Wood","Eagle"
20,3.07444634305132,3,"70","300","Wood","Eagle"
20,0.615271239044285,0,"50","300","Steel","Dragon"
20,1.04625214133912,1,"60","300","Steel","Dragon"
20,-2.03891098107236,-3,"40","200","Steel","Dragon"
20,-2.04727112031289,-3,"40","200","Wood","Eagle"
20,0.867473010344023,0,"70","200","Wood","Eagle"
21,1.39617872517743,1,"40","300","Steel","Dragon"
21,0.828772001424738,0,"50","200","Wood","Dragon"
21,1.97255022557081,1,"50","300","Wood","Dragon"
21,1.90416983762626,1,"60","300","Wood","Eagle"
21,2.14841646303457,2,"60","400","Wood","Eagle"
21,1.87058528457132,1,"50","400","Steel","Eagle"
21,2.35425265114332,2,"50","400","Steel","Dragon"
21,0.252400501031364,0,"40","200","Steel","Dragon"
21,0.345104634852734,0,"50","200","Wood","Eagle"
21,0.760391613480191,0,"60","200","Wood","Eagle"
21,3.40698940624815,3,"70","300","Wood","Eagle"
21,2.11000602573501,2,"50","300","Steel","Dragon"
21,2.52529300436247,2,"60","300","Steel","Dragon"
21,0.252400501031364,0,"40","200","Steel","Dragon"
21,-0.368722665704842,-1,"40","200","Wood","Eagle"
21,2.26321118210209,2,"70","200","Wood","Eagle"
22,-3.53318807135707,-4,"40","300","Steel","Dragon"
22,-5.68243530786018,-6,"50","200","Wood","Dragon"
22,-4.21246253605336,-5,"50","300","Wood","Dragon"
22,-4.07961316246404,-5,"60","300","Wood","Eagle"
22,-4.40010115308472,-5,"60","400","Wood","Eagle"
22,-3.75422391872049,-4,"50","400","Steel","Eagle"
22,-3.50571262042398,-4,"50","400","Steel","Dragon"
22,-5.00316084316388,-6,"40","200","Steel","Dragon"
22,-5.93094660615669,-6,"50","200","Wood","Eagle"
22,-5.54958593427086,-6,"60","200","Wood","Eagle"
22,-1.63245000563423,-2,"70","300","Wood","Eagle"
22,-3.1852246298033,-4,"50","300","Steel","Dragon"
22,-2.80386395791748,-3,"60","300","Steel","Dragon"
22,-5.00316084316388,-6,"40","200","Steel","Dragon"
22,-6.27891004771045,-7,"40","200","Wood","Eagle"
22,-3.10242277744105,-4,"70","200","Wood","Eagle"
23,3.63605280109692,3,"40","300","Steel","Dragon"
23,1.50845929899997,1,"50","200","Wood","Dragon"
23,4.11935375862937,4,"50","300","Wood","Dragon"
23,2.85211357581841,2,"60","300","Wood","Eagle"
23,1.39183111594545,1,"60","400","Wood","Eagle"
23,2.59890579083395,2,"50","400","Steel","Eagle"
23,3.47771506001306,3,"50","400","Steel","Dragon"
23,1.02515834146752,1,"40","200","Steel","Dragon"
23,0.629650029820858,0,"50","200","Wood","Eagle"
23,0.241219116189013,0,"60","200","Wood","Eagle"
23,4.57898833810706,4,"70","300","Wood","Eagle"
23,4.93799751988602,4,"50","300","Steel","Dragon"
23,4.54956660625417,4,"60","300","Steel","Dragon"
23,1.02515834146752,1,"40","200","Steel","Dragon"
23,-0.672294688968236,-1,"40","200","Wood","Eagle"
23,1.96809387847766,1,"70","200","Wood","Eagle"
24,-0.686385838734864,-1,"40","300","Steel","Dragon"
24,-3.7182914202933,-4,"50","200","Wood","Dragon"
24,-1.37860761897628,-2,"50","300","Wood","Dragon"
24,-1.36047800430152,-2,"60","300","Wood","Eagle"
24,-1.58476684562082,-2,"60","400","Wood","Eagle"
24,-0.0917362629100172,-1,"50","400","Steel","Eagle"
24,-0.286528057279142,-1,"50","400","Steel","Dragon"
24,-3.02606964005188,-4,"40","200","Steel","Dragon"
24,-3.52349962592417,-4,"50","200","Wood","Eagle"
24,-3.70016180561853,-4,"60","200","Wood","Eagle"
24,0.89497391522663,0,"70","300","Wood","Eagle"
24,-0.0622392159598387,-1,"50","300","Steel","Dragon"
24,-0.238901395654203,-1,"60","300","Steel","Dragon"
24,-3.02606964005188,-4,"40","200","Steel","Dragon"
24,-4.14764624869919,-5,"40","200","Wood","Eagle"
24,-1.44470988609038,-2,"70","200","Wood","Eagle"
25,0.599719712577241,0,"40","300","Steel","Dragon"
25,-0.411633984939305,-1,"50","200","Wood","Dragon"
25,1.00055258532273,1,"50","300","Wood","Dragon"
25,1.58300656672466,1,"60","300","Wood","Eagle"
25,1.54953395139526,1,"60","400","Wood","Eagle"
25,-0.201762482770253,-1,"50","400","Steel","Eagle"
25,0.704381314254218,0,"50","400","Steel","Dragon"
25,-0.812466857684794,-1,"40","200","Steel","Dragon"
25,-1.31777778196378,-2,"50","200","Wood","Eagle"
25,0.170819996462624,0,"60","200","Wood","Eagle"
25,3.09030770505041,3,"70","300","Wood","Eagle"
25,0.737853929583613,0,"50","300","Steel","Dragon"
25,2.22645170801001,2,"60","300","Steel","Dragon"
25,-0.812466857684794,-1,"40","200","Steel","Dragon"
25,-1.45591199897015,-2,"40","200","Wood","Eagle"
25,1.67812113478837,1,"70","200","Wood","Eagle"
26,-0.893243576986986,-1,"40","300","Steel","Dragon"
26,-2.38512659537849,-3,"50","200","Wood","Dragon"
26,-0.17471755121318,-1,"50","300","Wood","Dragon"
26,-1.33976076913547,-2,"60","300","Wood","Eagle"
26,-1.78382666151779,-2,"60","400","Wood","Eagle"
26,-2.51263443858517,-3,"50","400","Steel","Eagle"
26,-0.963735381846482,-1,"50","400","Steel","Dragon"
26,-3.1036526211523,-4,"40","200","Steel","Dragon"
26,-3.93402565211718,-4,"50","200","Wood","Eagle"
26,-3.55016981330078,-4,"60","200","Wood","Eagle"
26,0.897413712480489,0,"70","300","Wood","Eagle"
26,-0.519669489464164,-1,"50","300","Steel","Dragon"
26,-0.135813650647771,-1,"60","300","Steel","Dragon"
26,-3.1036526211523,-4,"40","200","Steel","Dragon"
26,-4.30759973964,-5,"40","200","Wood","Eagle"
26,-1.31299533168482,-2,"70","200","Wood","Eagle"
27,-2.64001428154711,-3,"40","300","Steel","Dragon"
27,-4.51752729110482,-5,"50","200","Wood","Dragon"
27,-2.62891805248316,-3,"50","300","Wood","Dragon"
27,-2.29946233957553,-3,"60","300","Wood","Eagle"
27,-3.06711064577569,-4,"60","400","Wood","Eagle"
27,-2.88854480744004,-3,"50","400","Steel","Eagle"
27,-2.94959155073188,-3,"50","400","Steel","Dragon"
27,-4.52862352016876,-5,"40","200","Steel","Dragon"
27,-4.45648054781297,-5,"50","200","Wood","Eagle"
27,-4.18807157819718,-5,"60","200","Wood","Eagle"
27,-0.0663656577292699,-1,"70","300","Wood","Eagle"
27,-2.18194324453172,-3,"50","300","Steel","Dragon"
27,-1.91353427491593,-2,"60","300","Steel","Dragon"
27,-4.52862352016876,-5,"40","200","Steel","Dragon"
27,-4.91455158482836,-5,"40","200","Wood","Eagle"
27,-1.95497489635092,-2,"70","200","Wood","Eagle"
28,-3.02091821748274,-4,"40","300","Steel","Dragon"
28,-3.351162696843,-4,"50","200","Wood","Dragon"
28,-1.95040809458801,-2,"50","300","Wood","Dragon"
28,-1.79298316167962,-2,"60","300","Wood","Eagle"
28,-2.29759540313165,-3,"60","400","Wood","Eagle"
28,-2.13343475953504,-3,"50","400","Steel","Eagle"
28,-2.43354871270099,-3,"50","400","Steel","Dragon"
28,-4.42167281973773,-5,"40","200","Steel","Dragon"
28,-3.05104874367705,-4,"50","200","Wood","Eagle"
28,-3.19373776393461,-4,"60","200","Wood","Eagle"
28,-0.0673410574915967,-1,"70","300","Wood","Eagle"
28,-1.92893647124896,-2,"50","300","Steel","Dragon"
28,-2.07162549150652,-3,"60","300","Steel","Dragon"
28,-4.42167281973773,-5,"40","200","Steel","Dragon"
28,-4.14303048991083,-5,"40","200","Wood","Eagle"
28,-1.46809565974659,-2,"70","200","Wood","Eagle"
29,-2.59691557226418,-3,"40","300","Steel","Dragon"
29,-6.67307887579859,-7,"50","200","Wood","Dragon"
29,-4.08528107789146,-5,"50","300","Wood","Dragon"
29,-3.28078416162019,-4,"60","300","Wood","Eagle"
29,-4.7665921277912,-5,"60","400","Wood","Eagle"
29,-3.07819072631868,-4,"50","400","Steel","Eagle"
29,-3.64905725036638,-4,"50","400","Steel","Dragon"
29,-5.18471337017131,-6,"40","200","Steel","Dragon"
29,-6.10221235175088,-7,"50","200","Wood","Eagle"
29,-5.86858195952731,-6,"60","200","Wood","Eagle"
29,-0.744359748523291,-1,"70","300","Wood","Eagle"
29,-2.16324928419537,-3,"50","300","Steel","Dragon"
29,-1.9296188919718,-2,"60","300","Steel","Dragon"
29,-5.18471337017131,-6,"40","200","Steel","Dragon"
29,-6.53587863981969,-7,"40","200","Wood","Eagle"
29,-3.33215754643042,-4,"70","200","Wood","Eagle"
30,-0.652404420255775,-1,"40","300","Steel","Dragon"
30,-3.55250234836913,-4,"50","200","Wood","Dragon"
30,-0.796751683228082,-1,"50","300","Wood","Dragon"
30,-2.44548992406852,-3,"60","300","Wood","Eagle"
30,-4.97590720025658,-5,"60","400","Wood","Eagle"
30,-4.66534565381907,-5,"50","400","Steel","Eagle"
30,-2.81404892194658,-3,"50","400","Steel","Dragon"
30,-3.40815508539682,-4,"40","200","Steel","Dragon"
30,-5.40379908024162,-6,"50","200","Wood","Eagle"
30,-5.20124058920957,-6,"60","200","Wood","Eagle"
30,-0.834612976759342,-1,"70","300","Wood","Eagle"
30,-0.283631645758523,-1,"50","300","Steel","Dragon"
30,-0.0810731547264734,-1,"60","300","Steel","Dragon"
30,-3.40815508539682,-4,"40","200","Steel","Dragon"
30,-5.77257185473887,-6,"40","200","Wood","Eagle"
30,-3.59036364190039,-4,"70","200","Wood","Eagle"
31,-1.15488686816445,-2,"40","300","Steel","Dragon"
31,-2.66814070679179,-3,"50","200","Wood","Dragon"
31,-0.292407213454297,-1,"50","300","Wood","Dragon"
31,1.62401125860371,1,"60","300","Wood","Eagle"
31,0.757846560546084,0,"60","400","Wood","Eagle"
31,-0.383456801436622,-1,"50","400","Steel","Eagle"
31,-1.5729537377724,-2,"50","400","Steel","Dragon"
31,-3.53062036150195,-4,"40","200","Steel","Dragon"
31,-1.47864377045601,-2,"50","200","Wood","Eagle"
