"resp.id","rating","price","color","zipper","finish"
10,10,"20","gray","silver","matte"
10,10,"20","black","silver","patent"
10,6,"20","navy","gold","matte"
11,6,"17","gray","silver","patent"
11,7,"15","navy","silver","matte"
11,10,"15","black","gold","patent"
11,8,"19","navy","gold","matte"
11,2,"19","navy","silver","patent"
11,7,"15","gray","silver","patent"
11,10,"15","black","silver","matte"
11,5,"17","navy","silver","patent"
11,2,"19","navy","silver","patent"
11,5,"17","navy","gold","patent"
11,9,"20","gray","silver","matte"
11,7,"17","gray","silver","patent"
11,10,"20","gray","silver","matte"
11,10,"20","black","silver","patent"
11,9,"20","navy","gold","matte"
12,2,"17","gray","silver","patent"
12,3,"15","navy","silver","matte"
12,10,"15","black","gold","patent"
12,2,"19","navy","gold","matte"
12,4,"19","navy","silver","patent"
12,6,"15","gray","silver","patent"
12,6,"15","black","silver","matte"
12,4,"17","navy","silver","patent"
12,4,"19","navy","silver","patent"
12,6,"17","navy","gold","patent"
12,10,"20","gray","silver","matte"
12,5,"17","gray","silver","patent"
12,10,"20","gray","silver","matte"
12,10,"20","black","silver","patent"
12,10,"20","navy","gold","matte"
13,2,"17","gray","silver","patent"
13,6,"15","navy","silver","matte"
13,10,"15","black","gold","patent"
13,5,"19","navy","gold","matte"
13,2,"19","navy","silver","patent"
13,6,"15","gray","silver","patent"
13,8,"15","black","silver","matte"
13,3,"17","navy","silver","patent"
13,2,"19","navy","silver","patent"
13,4,"17","navy","gold","patent"
13,4,"20","gray","silver","matte"
13,4,"17","gray","silver","patent"
13,4,"20","gray","silver","matte"
13,6,"20","black","silver","patent"
13,7,"20","navy","gold","matte"
14,8,"17","gray","silver","patent"
14,5,"15","navy","silver","matte"
14,5,"15","black","gold","patent"
14,2,"19","navy","gold","matte"
14,2,"19","navy","silver","patent"
14,7,"15","gray","silver","patent"
14,9,"15","black","silver","matte"
14,5,"17","navy","silver","patent"
14,2,"19","navy","silver","patent"
14,8,"17","navy","gold","patent"
14,10,"20","gray","silver","matte"
14,4,"17","gray","silver","patent"
14,8,"20","gray","silver","matte"
14,10,"20","black","silver","patent"
14,7,"20","navy","gold","matte"
15,7,"17","gray","silver","patent"
15,10,"15","navy","silver","matte"
15,10,"15","black","gold","patent"
15,3,"19","navy","gold","matte"
15,4,"19","navy","silver","patent"
15,10,"15","gray","silver","patent"
15,10,"15","black","silver","matte"
15,5,"17","navy","silver","patent"
15,2,"19","navy","silver","patent"
15,5,"17","navy","gold","patent"
15,6,"20","gray","silver","matte"
15,8,"17","gray","silver","patent"
15,10,"20","gray","silver","matte"
15,10,"20","black","silver","patent"
15,4,"20","navy","gold","matte"
16,7,"17","gray","silver","patent"
16,8,"15","navy","silver","matte"
16,10,"15","black","gold","patent"
16,7,"19","navy","gold","matte"
16,2,"19","navy","silver","patent"
16,9,"15","gray","silver","patent"
16,10,"15","black","silver","matte"
16,8,"17","navy","silver","patent"
16,4,"19","navy","silver","patent"
16,6,"17","navy","gold","patent"
16,10,"20","gray","silver","matte"
16,8,"17","gray","silver","patent"
16,10,"20","gray","silver","matte"
16,8,"20","black","silver","patent"
16,10,"20","navy","gold","matte"
17,2,"17","gray","silver","patent"
17,5,"15","navy","silver","matte"
17,9,"15","black","gold","patent"
17,4,"19","navy","gold","matte"
17,3,"19","navy","silver","patent"
17,10,"15","gray","silver","patent"
17,10,"15","black","silver","matte"
17,4,"17","navy","silver","patent"
17,2,"19","navy","silver","patent"
17,5,"17","navy","gold","patent"
17,2,"20","gray","silver","matte"
17,2,"17","gray","silver","patent"
17,6,"20","gray","silver","matte"
17,10,"20","black","silver","patent"
17,10,"20","navy","gold","matte"
18,6,"17","gray","silver","patent"
18,7,"15","navy","silver","matte"
18,7,"15","black","gold","patent"
18,5,"19","navy","gold","matte"
18,3,"19","navy","silver","patent"
18,5,"15","gray","silver","patent"
18,10,"15","black","silver","matte"
18,2,"17","navy","silver","patent"
18,2,"19","navy","silver","patent"
18,2,"17","navy","gold","patent"
18,10,"20","gray","silver","matte"
18,7,"17","gray","silver","patent"
18,10,"20","gray","silver","matte"
18,10,"20","black","silver","patent"
18,9,"20","navy","gold","matte"
19,5,"17","gray","silver","patent"
19,5,"15","navy","silver","matte"
19,10,"15","black","gold","patent"
19,6,"19","navy","gold","matte"
19,4,"19","navy","silver","patent"
19,8,"15","gray","silver","patent"
19,6,"15","black","silver","matte"
19,6,"17","navy","silver","patent"
19,5,"19","navy","silver","patent"
19,8,"17","navy","gold","patent"
19,2,"20","gray","silver","matte"
19,3,"17","gray","silver","patent"
19,4,"20","gray","silver","matte"
19,10,"20","black","silver","patent"
19,6,"20","navy","gold","matte"
20,4,"17","gray","silver","patent"
20,9,"15","navy","silver","matte"
20,7,"15","black","gold","patent"
20,8,"19","navy","gold","matte"
20,2,"19","navy","silver","patent"
20,9,"15","gray","silver","patent"
20,10,"15","black","silver","matte"
20,5,"17","navy","silver","patent"
20,2,"19","navy","silver","patent"
20,8,"17","navy","gold","patent"
20,10,"20","gray","silver","matte"
20,4,"17","gray","silver","patent"
20,9,"20","gray","silver","matte"
20,9,"20","black","silver","patent"
20,10,"20","navy","gold","matte"
21,6,"17","gray","silver","patent"
21,7,"15","navy","silver","matte"
21,10,"15","black","gold","patent"
21,6,"19","navy","gold","matte"
21,2,"19","navy","silver","patent"
21,9,"15","gray","silver","patent"
21,10,"15","black","silver","matte"
21,3,"17","navy","silver","patent"
21,3,"19","navy","silver","patent"
21,6,"17","navy","gold","patent"
21,10,"20","gray","silver","matte"
21,5,"17","gray","silver","patent"
21,10,"20","gray","silver","matte"
21,10,"20","black","silver","patent"
21,9,"20","navy","gold","matte"
22,7,"17","gray","silver","patent"
22,8,"15","navy","silver","matte"
22,7,"15","black","gold","patent"
22,8,"19","navy","gold","matte"
22,2,"19","navy","silver","patent"
22,3,"15","gray","silver","patent"
22,10,"15","black","silver","matte"
22,5,"17","navy","silver","patent"
22,2,"19","navy","silver","patent"
22,5,"17","navy","gold","patent"
22,9,"20","gray","silver","matte"
22,4,"17","gray","silver","patent"
22,10,"20","gray","silver","matte"
22,10,"20","black","silver","patent"
22,10,"20","navy","gold","matte"
23,4,"17","gray","silver","patent"
23,7,"15","navy","silver","matte"
23,7,"15","black","gold","patent"
23,8,"19","navy","gold","matte"
23,4,"19","navy","silver","patent"
23,6,"15","gray","silver","patent"
23,9,"15","black","silver","matte"
23,6,"17","navy","silver","patent"
23,2,"19","navy","silver","patent"
23,3,"17","navy","gold","patent"
23,9,"20","gray","silver","matte"
23,7,"17","gray","silver","patent"
23,10,"20","gray","silver","matte"
23,10,"20","black","silver","patent"
23,10,"20","navy","gold","matte"
24,2,"17","gray","silver","patent"
24,4,"15","navy","silver","matte"
24,10,"15","black","gold","patent"
24,8,"19","navy","gold","matte"
24,2,"19","navy","silver","patent"
24,7,"15","gray","silver","patent"
24,8,"15","black","silver","matte"
24,2,"17","navy","silver","patent"
24,3,"19","navy","silver","patent"
24,9,"17","navy","gold","patent"
24,9,"20","gray","silver","matte"
24,6,"17","gray","silver","patent"
24,4,"20","gray","silver","matte"
24,10,"20","black","silver","patent"
24,7,"20","navy","gold","matte"
25,4,"17","gray","silver","patent"
25,8,"15","navy","silver","matte"
25,10,"15","black","gold","patent"
25,4,"19","navy","gold","matte"
25,2,"19","navy","silver","patent"
25,6,"15","gray","silver","patent"
25,10,"15","black","silver","matte"
25,7,"17","navy","silver","patent"
25,3,"19","navy","silver","patent"
25,5,"17","navy","gold","patent"
25,8,"20","gray","silver","matte"
25,5,"17","gray","silver","patent"
25,7,"20","gray","silver","matte"
25,8,"20","black","silver","patent"
25,9,"20","navy","gold","matte"
26,8,"17","gray","silver","patent"
26,9,"15","navy","silver","matte"
26,8,"15","black","gold","patent"
26,5,"19","navy","gold","matte"
26,3,"19","navy","silver","patent"
26,8,"15","gray","silver","patent"
26,10,"15","black","silver","matte"
26,2,"17","navy","silver","patent"
26,2,"19","navy","silver","patent"
26,2,"17","navy","gold","patent"
26,10,"20","gray","silver","matte"
26,6,"17","gray","silver","patent"
26,10,"20","gray","silver","matte"
26,10,"20","black","silver","patent"
26,9,"20","navy","gold","matte"
27,8,"17","gray","silver","patent"
27,8,"15","navy","silver","matte"
27,9,"15","black","gold","patent"
27,5,"19","navy","gold","matte"
27,4,"19","navy","silver","patent"
27,6,"15","gray","silver","patent"
27,10,"15","black","silver","matte"
27,4,"17","navy","silver","patent"
27,2,"19","navy","silver","patent"
27,3,"17","navy","gold","patent"
27,10,"20","gray","silver","matte"
27,8,"17","gray","silver","patent"
27,7,"20","gray","silver","matte"
27,7,"20","black","silver","patent"
27,6,"20","navy","gold","matte"
28,6,"17","gray","silver","patent"
28,7,"15","navy","silver","matte"
28,8,"15","black","gold","patent"
28,2,"19","navy","gold","matte"
28,5,"19","navy","silver","patent"
28,6,"15","gray","silver","patent"
28,10,"15","black","silver","matte"
28,5,"17","navy","silver","patent"
28,2,"19","navy","silver","patent"
28,4,"17","navy","gold","patent"
28,8,"20","gray","silver","matte"
28,7,"17","gray","silver","patent"
28,8,"20","gray","silver","matte"
28,10,"20","black","silver","patent"
28,5,"20","navy","gold","matte"
29,5,"17","gray","silver","patent"
29,8,"15","navy","silver","matte"
29,8,"15","black","gold","patent"
29,2,"19","navy","gold","matte"
29,2,"19","navy","silver","patent"
29,7,"15","gray","silver","patent"
29,9,"15","black","silver","matte"
29,7,"17","navy","silver","patent"
29,2,"19","navy","silver","patent"
29,8,"17","navy","gold","patent"
29,9,"20","gray","silver","matte"
29,5,"17","gray","silver","patent"
29,9,"20","gray","silver","matte"
29,10,"20","black","silver","patent"
29,10,"20","navy","gold","matte"
30,3,"17","gray","silver","patent"
30,6,"15","navy","silver","matte"
30,10,"15","black","gold","patent"
30,6,"19","navy","gold","matte"
30,2,"19","navy","silver","patent"
30,5,"15","gray","silver","patent"
30,8,"15","black","silver","matte"
30,3,"17","navy","silver","patent"
30,2,"19","navy","silver","patent"
30,6,"17","navy","gold","patent"
30,8,"20","gray","silver","matte"
30,2,"17","gray","silver","patent"
30,9,"20","gray","silver","matte"
30,8,"20","black","silver","patent"
30,10,"20","navy","gold","matte"
31,4,"17","gray","silver","patent"
31,7,"15","navy","silver","matte"
31,8,"15","black","gold","patent"
31,2,"19","navy","gold","matte"
31,3,"19","navy","silver","patent"
31,5,"15","gray","silver","patent"
31,9,"15","black","silver","matte"
31,7,"17","navy","silver","patent"
31,4,"19","navy","silver","patent"
31,9,"17","navy","gold","patent"
31,5,"20","gray","silver","matte"
31,4,"17","gray","silver","patent"
31,6,"20","gray","silver","matte"
31,10,"20","black","silver","patent"
31,6,"20","navy","gold","matte"
32,6,"17","gray","silver","patent"
32,7,"15","navy","silver","matte"
32,10,"15","black","gold","patent"
32,6,"19","navy","gold","matte"
32,2,"19","navy","silver","patent"
32,4,"15","gray","silver","patent"
32,8,"15","black","silver","matte"
32,5,"17","navy","silver","patent"
32,3,"19","navy","silver","patent"
32,6,"17","navy","gold","patent"
32,5,"20","gray","silver","matte"
32,5,"17","gray","silver","patent"
32,8,"20","gray","silver","matte"
32,5,"20","black","silver","patent"
32,9,"20","navy","gold","matte"
33,6,"17","gray","silver","patent"
33,7,"15","navy","silver","matte"
33,6,"15","black","gold","patent"
33,3,"19","navy","gold","matte"
33,3,"19","navy","silver","patent"
33,8,"15","gray","silver","patent"
33,10,"15","black","silver","matte"
33,3,"17","navy","silver","patent"
33,2,"19","navy","silver","patent"
33,4,"17","navy","gold","patent"
33,9,"20","gray","silver","matte"
33,6,"17","gray","silver","patent"
33,10,"20","gray","silver","matte"
33,8,"20","black","silver","patent"
33,7,"20","navy","gold","matte"
34,7,"17","gray","silver","patent"
34,5,"15","navy","silver","matte"
34,10,"15","black","gold","patent"
34,4,"19","navy","gold","matte"
34,2,"19","navy","silver","patent"
34,10,"15","gray","silver","patent"
34,8,"15","black","silver","matte"
34,2,"17","navy","silver","patent"
34,2,"19","navy","silver","patent"
34,7,"17","navy","gold","patent"
34,3,"20","gray","silver","matte"
34,7,"17","gray","silver","patent"
34,6,"20","gray","silver","matte"
34,9,"20","black","silver","patent"
34,2,"20","navy","gold","matte"
35,4,"17","gray","silver","patent"
35,4,"15","navy","silver","matte"
35,10,"15","black","gold","patent"
35,6,"19","navy","gold","matte"
35,3,"19","navy","silver","patent"
35,7,"15","gray","silver","patent"
35,7,"15","black","silver","matte"
35,4,"17","navy","silver","patent"
35,2,"19","navy","silver","patent"
35,7,"17","navy","gold","patent"
35,9,"20","gray","silver","matte"
35,6,"17","gray","silver","patent"
35,8,"20","gray","silver","matte"
35,9,"20","black","silver","patent"
35,10,"20","navy","gold","matte"
36,7,"17","gray","silver","patent"
36,4,"15","navy","silver","matte"
36,9,"15","black","gold","patent"
36,4,"19","navy","gold","matte"
36,2,"19","navy","silver","patent"
36,10,"15","gray","silver","patent"
36,10,"15","black","silver","matte"
36,4,"17","navy","silver","patent"
36,3,"19","navy","silver","patent"
36,3,"17","navy","gold","patent"
36,4,"20","gray","silver","matte"
36,4,"17","gray","silver","patent"
36,7,"20","gray","silver","matte"
36,7,"20","black","silver","patent"
36,3,"20","navy","gold","matte"
37,8,"17","gray","silver","patent"
37,10,"15","navy","silver","matte"
37,10,"15","black","gold","patent"
37,7,"19","navy","gold","matte"
37,5,"19","navy","silver","patent"
37,7,"15","gray","silver","patent"
37,10,"15","black","silver","matte"
37,7,"17","navy","silver","patent"
37,2,"19","navy","silver","patent"
37,8,"17","navy","gold","patent"
37,9,"20","gray","silver","matte"
37,6,"17","gray","silver","patent"
37,10,"20","gray","silver","matte"
37,8,"20","black","silver","patent"
37,10,"20","navy","gold","matte"
38,7,"17","gray","silver","patent"
38,8,"15","navy","silver","matte"
38,10,"15","black","gold","patent"
38,8,"19","navy","gold","matte"
38,2,"19","navy","silver","patent"
38,9,"15","gray","silver","patent"
38,9,"15","black","silver","matte"
38,4,"17","navy","silver","patent"
38,2,"19","navy","silver","patent"
38,6,"17","navy","gold","patent"
38,8,"20","gray","silver","matte"
38,8,"17","gray","silver","patent"
38,10,"20","gray","silver","matte"
38,10,"20","black","silver","patent"
38,10,"20","navy","gold","matte"
39,5,"17","gray","silver","patent"
39,2,"15","navy","silver","matte"
39,10,"15","black","gold","patent"
39,2,"19","navy","gold","matte"
39,7,"19","navy","silver","patent"
39,8,"15","gray","silver","patent"
39,5,"15","black","silver","matte"
39,4,"17","navy","silver","patent"
39,2,"19","navy","silver","patent"
39,6,"17","navy","gold","patent"
39,3,"20","gray","silver","matte"
39,7,"17","gray","silver","patent"
39,4,"20","gray","silver","matte"
39,5,"20","black","silver","patent"
39,5,"20","navy","gold","matte"
40,6,"17","gray","silver","patent"
40,8,"15","navy","silver","matte"
40,10,"15","black","gold","patent"
40,2,"19","navy","gold","matte"
40,7,"19","navy","silver","patent"
40,5,"15","gray","silver","patent"
40,10,"15","black","silver","matte"
40,4,"17","navy","silver","patent"
40,2,"19","navy","silver","patent"
40,7,"17","navy","gold","patent"
40,6,"20","gray","silver","matte"
40,4,"17","gray","silver","patent"
40,7,"20","gray","silver","matte"
40,10,"20","black","silver","patent"
40,6,"20","navy","gold","matte"
41,9,"17","gray","silver","patent"
41,7,"15","navy","silver","matte"
41,10,"15","black","gold","patent"
41,2,"19","navy","gold","matte"
41,4,"19","navy","silver","patent"
41,6,"15","gray","silver","patent"
41,6,"15","black","silver","matte"
41,8,"17","navy","silver","patent"
41,3,"19","navy","silver","patent"
41,5,"17","navy","gold","patent"
41,6,"20","gray","silver","matte"
41,2,"17","gray","silver","patent"
41,6,"20","gray","silver","matte"
41,10,"20","black","silver","patent"
41,4,"20","navy","gold","matte"
42,5,"17","gray","silver","patent"
42,7,"15","navy","silver","matte"
42,10,"15","black","gold","patent"
42,7,"19","navy","gold","matte"
42,2,"19","navy","silver","patent"
42,10,"15","gray","silver","patent"
42,10,"15","black","silver","matte"
42,4,"17","navy","silver","patent"
42,4,"19","navy","silver","patent"
42,7,"17","navy","gold","patent"
42,10,"20","gray","silver","matte"
42,8,"17","gray","silver","patent"
42,9,"20","gray","silver","matte"
42,10,"20","black","silver","patent"
42,10,"20","navy","gold","matte"
43,6,"17","gray","silver","patent"
43,6,"15","navy","silver","matte"
43,8,"15","black","gold","patent"
43,5,"19","navy","gold","matte"
43,2,"19","navy","silver","patent"
43,7,"15","gray","silver","patent"
43,9,"15","black","silver","matte"
43,7,"17","navy","silver","patent"
43,4,"19","navy","silver","patent"
43,4,"17","navy","gold","patent"
43,8,"20","gray","silver","matte"
43,5,"17","gray","silver","patent"
43,9,"20","gray","silver","matte"
43,10,"20","black","silver","patent"
43,5,"20","navy","gold","matte"
44,3,"17","gray","silver","patent"
44,7,"15","navy","silver","matte"
44,10,"15","black","gold","patent"
44,6,"19","navy","gold","matte"
44,2,"19","navy","silver","patent"
44,7,"15","gray","silver","patent"
44,8,"15","black","silver","matte"
44,4,"17","navy","silver","patent"
44,2,"19","navy","silver","patent"
44,8,"17","navy","gold","patent"
44,7,"20","gray","silver","matte"
44,2,"17","gray","silver","patent"
44,10,"20","gray","silver","matte"
44,8,"20","black","silver","patent"
44,10,"20","navy","gold","matte"
45,2,"17","gray","silver","patent"
45,10,"15","navy","silver","matte"
45,9,"15","black","gold","patent"
45,8,"19","navy","gold","matte"
45,2,"19","navy","silver","patent"
45,6,"15","gray","silver","patent"
45,10,"15","black","silver","matte"
45,3,"17","navy","silver","patent"
45,2,"19","navy","silver","patent"
45,5,"17","navy","gold","patent"
45,10,"20","gray","silver","matte"
45,4,"17","gray","silver","patent"
45,10,"20","gray","silver","matte"
45,10,"20","black","silver","patent"
45,10,"20","navy","gold","matte"
46,9,"17","gray","silver","patent"
46,8,"15","navy","silver","matte"
46,10,"15","black","gold","patent"
46,6,"19","navy","gold","matte"
46,2,"19","navy","silver","patent"
46,6,"15","gray","silver","patent"
46,10,"15","black","silver","matte"
46,4,"17","navy","silver","patent"
46,3,"19","navy","silver","patent"
46,6,"17","navy","gold","patent"
46,8,"20","gray","silver","matte"
46,4,"17","gray","silver","patent"
46,7,"20","gray","silver","matte"
46,8,"20","black","silver","patent"
46,10,"20","navy","gold","matte"
47,5,"17","gray","silver","patent"
47,8,"15","navy","silver","matte"
47,10,"15","black","gold","patent"
47,6,"19","navy","gold","matte"
47,2,"19","navy","silver","patent"
47,7,"15","gray","silver","patent"
47,7,"15","black","silver","matte"
47,3,"17","navy","silver","patent"
47,2,"19","navy","silver","patent"
47,7,"17","navy","gold","patent"
47,8,"20","gray","silver","matte"
47,4,"17","gray","silver","patent"
47,7,"20","gray","silver","matte"
47,8,"20","black","silver","patent"
47,10,"20","navy","gold","matte"
48,6,"17","gray","silver","patent"
48,5,"15","navy","silver","matte"
48,10,"15","black","gold","patent"
48,3,"19","navy","gold","matte"
48,2,"19","navy","silver","patent"
48,8,"15","gray","silver","patent"
48,7,"15","black","silver","matte"
48,5,"17","navy","silver","patent"
48,2,"19","navy","silver","patent"
48,3,"17","navy","gold","patent"
48,8,"20","gray","silver","matte"
48,3,"17","gray","silver","patent"
48,8,"20","gray","silver","matte"
48,10,"20","black","silver","patent"
48,9,"20","navy","gold","matte"
49,5,"17","gray","silver","patent"
49,8,"15","navy","silver","matte"
49,10,"15","black","gold","patent"
49,4,"19","navy","gold","matte"
49,3,"19","navy","silver","patent"
49,4,"15","gray","silver","patent"
49,10,"15","black","silver","matte"
49,2,"17","navy","silver","patent"
49,3,"19","navy","silver","patent"
49,5,"17","navy","gold","patent"
49,6,"20","gray","silver","matte"
49,7,"17","gray","silver","patent"
49,9,"20","gray","silver","matte"
49,7,"20","black","silver","patent"
49,6,"20","navy","gold","matte"
50,6,"17","gray","silver","patent"
50,10,"15","navy","silver","matte"
50,5,"15","black","gold","patent"
50,4,"19","navy","gold","matte"
50,2,"19","navy","silver","patent"
50,5,"15","gray","silver","patent"
50,10,"15","black","silver","matte"
50,5,"17","navy","silver","patent"
50,4,"19","navy","silver","patent"
50,4,"17","navy","gold","patent"
50,10,"20","gray","silver","matte"
50,5,"17","gray","silver","patent"
50,10,"20","gray","silver","matte"
50,9,"20","black","silver","patent"
50,10,"20","navy","gold","matte"
51,7,"17","gray","silver","patent"
51,10,"15","navy","silver","matte"
51,7,"15","black","gold","patent"
51,5,"19","navy","gold","matte"
51,2,"19","navy","silver","patent"
51,8,"15","gray","silver","patent"
51,7,"15","black","silver","matte"
51,3,"17","navy","silver","patent"
51,2,"19","navy","silver","patent"
51,8,"17","navy","gold","patent"
51,8,"20","gray","silver","matte"
51,8,"17","gray","silver","patent"
51,10,"20","gray","silver","matte"
51,10,"20","black","silver","patent"
51,8,"20","navy","gold","matte"
52,8,"17","gray","silver","patent"
52,5,"15","navy","silver","matte"
52,10,"15","black","gold","patent"
52,3,"19","navy","gold","matte"
52,2,"19","navy","silver","patent"
52,8,"15","gray","silver","patent"
52,10,"15","black","silver","matte"
52,6,"17","navy","silver","patent"
52,2,"19","navy","silver","patent"
52,3,"17","navy","gold","patent"
52,10,"20","gray","silver","matte"
52,5,"17","gray","silver","patent"
52,10,"20","gray","silver","matte"
52,10,"20","black","silver","patent"
52,9,"20","navy","gold","matte"
53,8,"17","gray","silver","patent"
53,8,"15","navy","silver","matte"
53,9,"15","black","gold","patent"
53,8,"19","navy","gold","matte"
53,3,"19","navy","silver","patent"
53,8,"15","gray","silver","patent"
53,10,"15","black","silver","matte"
53,5,"17","navy","silver","patent"
53,2,"19","navy","silver","patent"
53,8,"17","navy","gold","patent"
53,10,"20","gray","silver","matte"
53,6,"17","gray","silver","patent"
53,8,"20","gray","silver","matte"
53,9,"20","black","silver","patent"
53,6,"20","navy","gold","matte"
54,6,"17","gray","silver","patent"
54,9,"15","navy","silver","matte"
54,10,"15","black","gold","patent"
54,4,"19","navy","gold","matte"
54,3,"19","navy","silver","patent"
54,6,"15","gray","silver","patent"
54,10,"15","black","silver","matte"
54,7,"17","navy","silver","patent"
54,2,"19","navy","silver","patent"
54,3,"17","navy","gold","patent"
54,8,"20","gray","silver","matte"
54,5,"17","gray","silver","patent"
54,10,"20","gray","silver","matte"
54,10,"20","black","silver","patent"
54,9,"20","navy","gold","matte"
55,8,"17","gray","silver","patent"
55,8,"15","navy","silver","matte"
55,10,"15","black","gold","patent"
55,6,"19","navy","gold","matte"
55,6,"19","navy","silver","patent"
55,6,"15","gray","silver","patent"
55,10,"15","black","silver","matte"
55,5,"17","navy","silver","patent"
55,2,"19","navy","silver","patent"
55,6,"17","navy","gold","patent"
55,8,"20","gray","silver","matte"
55,6,"17","gray","silver","patent"
55,5,"20","gray","silver","matte"
55,10,"20","black","silver","patent"
55,6,"20","navy","gold","matte"
56,7,"17","gray","silver","patent"
56,7,"15","navy","silver","matte"
56,10,"15","black","gold","patent"
56,8,"19","navy","gold","matte"
56,2,"19","navy","silver","patent"
